2.5651 	EXP 	text_disctractors: autoDraw = False
2.5651 	EXP 	text_disctractors: height = 0.05
2.5651 	EXP 	text_disctractors: height = 0.05
2.5651 	EXP 	text_disctractors: height = 0.05
2.5651 	EXP 	text_disctractors: text = 'HDFVRLY'
2.5651 	EXP 	text_disctractors: autoDraw = True
2.6319 	EXP 	New trial (rep=0, index=5): OrderedDict([('dist', 'SNBDJQV')])
2.6484 	EXP 	text_disctractors: autoDraw = False
2.6484 	EXP 	text_disctractors: height = 0.05
2.6484 	EXP 	text_disctractors: height = 0.05
2.6484 	EXP 	text_disctractors: height = 0.05
2.6484 	EXP 	text_disctractors: text = 'SNBDJQV'
2.6484 	EXP 	text_disctractors: autoDraw = True
2.6988 	EXP 	New trial (rep=0, index=6): OrderedDict([('dist', 'WFRHJTV')])
2.7148 	EXP 	text_disctractors: autoDraw = False
2.7148 	EXP 	text_disctractors: height = 0.05
2.7148 	EXP 	text_disctractors: height = 0.05
2.7148 	EXP 	text_disctractors: height = 0.05
2.7148 	EXP 	text_disctractors: text = 'WFRHJTV'
2.7148 	EXP 	text_disctractors: autoDraw = True
2.7823 	EXP 	New trial (rep=0, index=7): OrderedDict([('dist', 'FYCTXHL')])
2.7985 	EXP 	text_disctractors: autoDraw = False
2.7985 	EXP 	text_disctractors: height = 0.05
2.7985 	EXP 	text_disctractors: height = 0.05
2.7985 	EXP 	text_disctractors: height = 0.05
2.7985 	EXP 	text_disctractors: text = 'FYCTXHL'
2.7985 	EXP 	text_disctractors: autoDraw = True
2.8657 	EXP 	New trial (rep=0, index=8): OrderedDict([('dist', 'HGBTQKD')])
2.8820 	EXP 	text_disctractors: autoDraw = False
2.8820 	EXP 	text_disctractors: height = 0.05
2.8820 	EXP 	text_disctractors: height = 0.05
2.8820 	EXP 	text_disctractors: height = 0.05
2.8820 	EXP 	text_disctractors: text = 'HGBTQKD'
2.8820 	EXP 	text_disctractors: autoDraw = True
2.9495 	EXP 	New trial (rep=0, index=9): OrderedDict([('dist', 'NQFPYGL')])
2.9653 	EXP 	text_disctractors: autoDraw = False
2.9653 	EXP 	text_disctractors: height = 0.05
2.9653 	EXP 	text_disctractors: height = 0.05
2.9653 	EXP 	text_disctractors: height = 0.05
2.9653 	EXP 	text_disctractors: text = 'NQFPYGL'
2.9653 	EXP 	text_disctractors: autoDraw = True
3.0335 	EXP 	New trial (rep=0, index=10): OrderedDict([('dist', 'SLXBCMT')])
3.0486 	EXP 	text_disctractors: autoDraw = False
3.0486 	EXP 	text_disctractors: height = 0.05
3.0486 	EXP 	text_disctractors: height = 0.05
3.0486 	EXP 	text_disctractors: height = 0.05
3.0486 	EXP 	text_disctractors: text = 'SLXBCMT'
3.0486 	EXP 	text_disctractors: autoDraw = True
3.1155 	EXP 	New trial (rep=0, index=11): OrderedDict([('dist', 'YLJWNXZ')])
3.1322 	EXP 	text_disctractors: autoDraw = False
3.1322 	EXP 	text_disctractors: height = 0.05
3.1322 	EXP 	text_disctractors: height = 0.05
3.1322 	EXP 	text_disctractors: height = 0.05
3.1322 	EXP 	text_disctractors: text = 'YLJWNXZ'
3.1322 	EXP 	text_disctractors: autoDraw = True
3.1991 	EXP 	New trial (rep=0, index=12): OrderedDict([('dist', 'BHPMTYF')])
3.2155 	EXP 	text_disctractors: autoDraw = False
3.2155 	EXP 	text_disctractors: height = 0.05
3.2155 	EXP 	text_disctractors: height = 0.05
3.2155 	EXP 	text_disctractors: height = 0.05
3.2155 	EXP 	text_disctractors: text = 'BHPMTYF'
3.2155 	EXP 	text_disctractors: autoDraw = True
3.2832 	EXP 	New trial (rep=0, index=13): OrderedDict([('dist', 'QXPVYJK')])
3.2988 	EXP 	text_disctractors: autoDraw = False
3.2988 	EXP 	text_disctractors: height = 0.05
3.2988 	EXP 	text_disctractors: height = 0.05
3.2988 	EXP 	text_disctractors: height = 0.05
3.2988 	EXP 	text_disctractors: text = 'QXPVYJK'
3.2988 	EXP 	text_disctractors: autoDraw = True
3.3668 	EXP 	New trial (rep=0, index=14): OrderedDict([('dist', 'TXWSBDY')])
3.3823 	EXP 	text_disctractors: autoDraw = False
3.3823 	EXP 	text_disctractors: height = 0.05
3.3823 	EXP 	text_disctractors: height = 0.05
3.3823 	EXP 	text_disctractors: height = 0.05
3.3823 	EXP 	text_disctractors: text = 'TXWSBDY'
3.3823 	EXP 	text_disctractors: autoDraw = True
3.4493 	EXP 	New trial (rep=0, index=15): OrderedDict([('dist', 'GCFBSLR')])
3.4653 	EXP 	text_disctractors: autoDraw = False
3.4653 	EXP 	text_disctractors: height = 0.05
3.4653 	EXP 	text_disctractors: height = 0.05
3.4653 	EXP 	text_disctractors: height = 0.05
3.4653 	EXP 	text_disctractors: text = 'GCFBSLR'
3.4653 	EXP 	text_disctractors: autoDraw = True
3.5326 	EXP 	New trial (rep=0, index=16): OrderedDict([('dist', 'KSZJNBT')])
3.5496 	EXP 	text_disctractors: autoDraw = False
